bedroom,net_sqm,distance_to_center_km,distance_to_metro_km,floor,age_of_house,price
5,145,16,2,15,16,152502
5,116,14,2,10,49,118854
1,78,11,3,4,18,61944
3,97,2,7,7,13,94995
2,58,22,9,11,29,37730
2,127,14,8,3,43,116898
3,152,24,9,5,45,121041
2,116,24,6,2,24,105747
1,116,7,1,12,45,108802
1,67,11,4,5,44,56116
3,105,4,6,7,46,91534
2,49,7,6,4,13,39926
1,165,16,8,11,25,148216
1,97,6,1,9,41,83379
4,181,6,2,4,46,173710
4,164,2,2,9,1,185945
1,151,24,6,12,9,142680
3,123,8,7,16,4,127007
5,182,7,2,1,28,186712
5,135,24,5,8,12,130602
1,72,14,6,1,24,63827
1,184,9,4,19,46,170760
1,191,15,1,4,9,176006
3,197,22,3,14,35,194948
4,180,18,9,14,38,172091
1,86,12,6,9,35,69442
1,151,23,2,9,33,121911
2,183,19,9,17,35,172666
3,82,13,4,15,46,69496
1,47,7,8,10,20,42163
2,42,10,7,17,2,44412
5,164,10,3,9,44,168575
1,51,2,8,4,26,52224
1,123,14,4,14,42,100760
2,55,13,2,3,13,58466
3,117,22,5,12,30,109665
1,98,6,1,1,32,92194
5,102,9,8,1,36,101626
1,88,13,8,13,19,81588
5,90,9,3,14,22,105025
4,72,13,1,16,1,81906
4,69,5,4,7,11,80022
5,115,14,9,10,26,122782
3,54,5,9,15,48,56844
1,121,9,1,8,19,106278
1,131,8,7,11,19,129961
4,62,7,6,14,12,70393
5,133,8,7,13,3,141437
1,84,22,7,13,18,69016
1,101,3,8,9,49,86873
3,54,23,8,17,5,58184
2,85,24,2,18,48,58004
4,103,15,4,19,24,112566
4,114,8,4,13,14,129701
2,196,1,8,12,38,192368
1,91,7,3,8,3,88075
3,127,19,3,11,6,118098
3,96,2,2,7,12,97438
4,122,14,1,1,11,120666
3,105,18,8,10,39,87263
2,189,15,9,15,26,170866
1,59,14,9,4,1,39579
2,72,24,8,1,16,46334
5,111,19,5,11,48,114720
4,64,19,1,5,49,62623
3,85,22,9,19,47,66211
5,112,17,6,19,9,126083
3,137,22,7,4,5,125155
1,96,19,8,2,8,78198
1,126,16,5,7,21,120574
1,172,20,6,13,33,147949
3,94,19,7,12,39,83062
5,100,1,7,2,43,101996
1,128,19,2,9,20,121518
5,47,7,1,16,45,64164
3,55,23,8,8,22,47912
5,155,11,5,18,13,171607
3,100,5,2,4,39,90546
3,54,17,3,11,11,43751
4,189,11,6,17,18,186917
3,170,24,6,8,30,151313
3,141,8,8,19,33,140890
2,93,10,5,8,44,86377
1,53,12,5,6,3,54180
4,75,10,7,2,1,80194
4,144,13,5,15,36,145225
4,121,18,9,1,6,130100
2,106,10,6,6,37,94198
3,49,19,7,19,29,42342
1,88,20,8,4,11,74512
5,150,17,5,13,13,159850
3,104,20,4,15,11,106108
2,96,16,8,9,38,79946
3,66,5,9,3,25,70028
3,152,3,1,2,15,155755
2,172,15,3,16,13,170916
4,110,2,4,18,42,113683
4,122,13,7,18,33,128068
1,96,22,6,6,13,69037
1,159,8,1,18,38,149987
4,132,23,4,11,24,135958
5,54,17,6,7,20,54626
3,150,4,3,14,44,145567
5,140,19,2,18,17,150229
3,158,22,2,7,24,154814
4,115,9,4,10,26,118764
1,197,23,1,8,40,170713
1,59,15,2,14,32,37244
5,170,9,2,18,29,176718
1,112,24,4,5,14,101217
4,161,21,4,14,37,151367
5,80,9,1,10,22,102330
3,193,14,7,15,34,186106
1,169,23,7,6,27,139241
2,62,21,1,9,28,39989
1,62,16,8,10,22,45691
3,183,24,7,17,43,169315
5,48,23,7,1,3,59439
3,52,17,6,14,22,47121
2,195,13,4,4,48,172718
4,194,9,8,2,21,196148
1,90,15,2,3,16,86313
5,103,7,7,7,9,117298
4,91,1,3,14,13,112083
3,77,1,3,12,10,80730
5,139,5,7,19,49,152975
4,185,24,3,18,21,186883
5,90,9,5,15,49,88190
2,176,12,8,1,42,156866
2,180,6,4,3,40,171022
1,94,13,7,15,7,80921
1,148,8,7,4,46,138965
2,83,15,2,15,22,79745
5,149,6,8,10,18,160554
2,191,6,9,6,21,182849
1,167,4,6,13,14,154993
2,144,11,5,7,10,145093
2,49,21,1,1,33,22986
5,139,18,1,11,9,142195
4,187,3,9,14,18,203027
1,148,3,4,6,13,153138
5,147,12,1,5,17,162213
2,179,21,3,19,23,175553
2,185,21,6,19,25,163756
4,133,6,8,13,16,144101
1,102,21,2,7,24,87122
1,123,6,8,8,31,111914
3,64,8,1,14,11,65776
1,51,15,2,19,23,37861
4,188,18,8,19,41,186516
3,64,20,7,12,39,45454
3,50,16,5,9,22,43329
2,103,6,2,14,33,103883
2,165,21,9,6,41,145517
1,89,17,5,15,42,60032
3,128,9,8,13,48,125475
2,138,19,4,7,18,128053
4,155,18,9,11,14,144914
2,135,23,7,10,28,113735
2,53,5,2,1,11,46086
3,40,6,3,7,24,51509
3,64,12,2,18,36,60376
5,111,11,5,3,19,126503
4,108,16,2,9,13,112838
3,172,20,5,5,33,154641
1,144,17,9,13,19,135638
4,186,20,2,16,47,175859
4,62,9,9,16,32,63150
3,48,1,7,12,15,66390
4,157,3,7,18,11,162346
3,133,21,5,11,23,118030
2,183,23,8,17,5,170827
5,72,9,7,7,22,88276
2,169,22,6,15,42,139936
3,53,19,2,6,18,38154
3,40,13,6,6,7,43933
2,129,23,2,18,33,106703
1,128,14,1,19,3,132838
1,183,20,9,19,28,170650
1,129,19,5,2,1,107348
3,53,23,4,3,49,31795
4,191,7,8,14,47,187307
3,150,4,5,4,37,148238
4,182,12,7,17,22,183119
2,122,23,3,6,48,94856
5,111,14,8,19,44,116025
4,169,2,8,9,19,176822
1,66,1,3,4,14,57914
3,113,18,9,7,3,115065
2,138,20,8,4,19,124623
1,111,8,1,11,33,94671
2,62,3,8,2,21,58729
5,107,6,4,10,1,122578
3,181,22,6,6,26,176065
3,156,13,9,8,10,164272
5,145,9,5,15,35,158021
3,132,9,7,13,13,140571
4,104,20,1,2,6,106494
2,107,9,9,1,43,102318
1,167,15,6,15,6,164066
5,102,13,4,7,35,97698
4,152,22,6,18,16,149607
1,129,16,5,10,41,107472
1,120,2,3,15,8,129638
5,142,14,7,5,3,147617
4,199,6,3,11,5,212292
1,155,2,2,8,21,153111
1,52,8,4,8,31,31270
4,163,4,7,6,14,165032
3,186,21,5,15,37,179114
1,191,24,9,15,19,164859
2,127,14,7,5,37,116316
4,50,11,9,13,20,60485
1,54,24,9,14,2,36681
5,49,14,2,11,7,52315
2,80,12,1,12,33,65737
1,194,16,4,1,42,169827
2,112,6,4,3,6,109057
2,91,20,2,8,7,80467
3,167,1,3,12,44,160520
2,67,12,3,15,18,61493
3,104,7,5,3,43,107776
4,56,8,1,8,29,59386
3,134,9,9,19,19,130293
5,177,2,8,6,25,184956
1,102,17,8,18,4,85455
4,77,20,3,11,13,84060
4,109,13,2,12,32,116863
5,143,5,1,2,27,158224
3,92,10,6,5,34,81108
1,158,12,1,4,28,153546
3,113,17,5,9,9,101618
2,93,21,9,13,8,89243
3,59,6,9,13,21,62470
4,118,3,4,15,46,128292
1,70,15,7,2,30,49014
3,174,7,7,13,29,175988
1,97,6,4,7,9,94569
1,144,4,5,17,13,144243
2,49,19,9,8,18,44052
2,49,5,7,18,38,53329
4,78,3,7,15,22,85735
5,195,9,7,15,31,202914
1,197,6,9,5,35,190745
5,76,13,5,2,42,75981
4,158,22,6,16,42,156424
1,106,20,3,5,10,97167
1,82,4,1,6,9,83393
5,91,2,2,12,31,104660
3,140,4,8,5,44,134891
2,95,8,1,8,40,89910
3,115,13,7,11,24,105232
5,107,10,5,14,41,102844
2,176,18,6,17,49,148943
3,145,9,8,10,8,139663
2,164,1,4,2,20,158534
1,131,13,6,3,17,115274
3,62,18,3,13,28,45515
2,148,15,7,17,6,138876
2,100,2,2,3,42,104124
2,83,11,8,10,33,76400
3,191,14,7,8,28,184199
4,55,22,8,4,1,62374
3,61,15,2,13,41,44416
5,96,14,3,7,35,96950
3,101,16,4,7,24,98980
2,146,23,9,16,6,138432
1,110,15,5,5,7,100332
3,129,19,6,17,9,129746
3,111,9,1,10,37,117745
2,109,5,4,4,16,118640
1,69,5,4,14,34,59940
1,142,11,8,5,35,134260
5,190,20,8,2,35,181280
3,71,24,6,14,20,65588
1,125,4,8,18,23,125333
1,96,20,9,11,42,79829
4,148,18,5,16,35,143132
4,48,3,1,18,47,63917
1,70,4,1,16,46,56355
5,110,14,2,4,23,109148
1,176,7,2,1,4,177585
2,52,8,5,14,10,60111
3,170,24,7,12,43,143003
5,74,16,7,10,11,78019
2,60,20,4,19,40,40598
5,103,15,4,4,9,119328
2,134,7,3,3,40,118471
3,73,17,2,4,12,61868
3,160,22,3,15,17,159752
4,54,22,8,11,32,39744
2,159,22,1,16,23,144935
4,135,12,4,4,15,144248
2,45,18,7,6,28,29721
4,148,24,5,8,38,130030
3,136,14,2,13,5,134985
5,71,15,1,4,40,71295
4,122,15,6,5,18,114864
2,195,5,5,10,21,184219
2,157,16,3,5,15,157365
3,118,5,9,12,3,128962
2,117,2,3,1,46,107596
1,186,20,2,10,26,174533
5,146,9,5,5,15,156548
4,165,22,9,19,45,161828
5,54,9,8,19,20,74967
3,173,4,6,12,21,179655
4,112,15,3,16,26,106625
4,140,11,6,5,41,139925
1,137,1,5,17,23,130087
3,65,18,1,14,49,56858
2,131,1,5,12,25,139180
1,164,8,7,13,4,155726
1,112,16,9,14,10,92328
5,162,22,1,5,22,166331
5,92,18,3,5,3,95188
5,117,22,8,18,19,127153
1,131,9,6,14,31,127314
2,127,12,5,18,9,130039
4,52,19,2,1,29,40578
5,82,18,3,7,37,89822
2,115,5,2,17,46,106070
3,90,2,1,3,7,104166
5,58,7,7,10,38,59261
4,188,10,3,7,24,184087
3,161,15,7,12,8,167525
3,63,7,7,15,34,66846
4,65,5,8,16,26,69610
5,195,15,1,8,28,191274
1,159,20,5,6,28,138213
4,121,20,9,4,46,106710
4,139,15,7,11,7,141396
4,196,10,1,17,3,211612
3,56,24,8,2,22,33056
2,107,14,3,6,38,85695
1,83,10,4,4,46,62986
5,100,17,4,3,44,99946
5,162,21,8,7,18,170713
2,132,14,1,7,12,128142
4,113,2,8,16,31,112131
1,192,16,9,2,39,169373
5,106,13,9,8,5,126065
5,150,9,5,15,44,163601
4,41,7,4,16,41,52690
2,128,16,4,1,29,115463
1,65,10,9,10,43,45088
2,138,24,8,7,36,112160
2,66,22,7,16,14,52810
1,128,9,3,10,44,108794
1,185,22,4,12,18,176863
5,40,23,9,17,7,33410
5,142,7,8,13,23,147980
1,170,16,1,12,33,160994
3,80,9,3,15,45,76646
5,90,24,2,14,16,97290
3,54,17,2,19,37,50617
1,47,20,8,19,25,35282
5,77,7,6,14,9,100707
2,153,11,6,18,28,146989
1,122,8,4,5,9,112117
4,95,7,1,6,12,103586
3,142,19,7,18,18,138806
1,177,20,8,14,27,147012
1,141,12,2,4,26,129566
5,117,7,2,1,26,124471
5,122,8,1,13,10,141630
5,69,7,4,11,17,75992
4,44,6,6,3,32,47337
5,158,9,5,17,24,176114
1,70,13,4,18,43,54164
5,62,7,4,10,48,72346
2,87,8,7,16,8,93124
5,148,22,7,13,30,150194
4,79,17,2,12,26,80646
2,45,17,7,4,24,33275
1,77,16,2,8,27,51743
1,139,22,4,12,15,119832
3,66,2,1,19,28,84141
2,108,8,5,15,11,104184
3,96,17,1,16,39,84015
2,56,13,4,12,2,48395
2,110,18,9,18,9,105108
4,86,24,8,12,45,76107
3,118,22,6,16,23,110259
4,149,10,8,11,33,158968
2,52,2,5,14,19,55534
1,178,2,7,2,13,168741
2,163,14,8,13,14,156031
4,148,16,7,14,32,135516
3,129,7,4,6,49,113139
3,125,21,5,12,22,112552
4,131,21,6,7,20,123054
3,63,24,6,4,33,46748
5,112,12,9,7,5,121914
1,43,23,2,13,20,33488
1,152,14,6,11,14,147996
1,85,4,3,8,27,73799
3,57,4,2,19,26,55530
3,82,18,6,2,32,63824
2,132,3,4,18,30,128262
2,142,1,5,10,27,134807
1,163,17,5,6,26,148331
5,49,7,3,4,18,66167
2,112,16,4,19,45,90868
2,70,5,3,14,23,62627
3,195,19,7,14,44,186654
5,99,7,1,18,47,107852
1,170,14,6,17,24,159817
2,157,2,4,18,4,169506
5,53,3,1,18,41,70762
5,182,17,1,5,3,196226
1,41,16,5,9,43,20709
5,63,8,5,1,30,72012
5,103,18,7,4,47,105004
5,139,15,4,7,16,136788
2,153,7,9,11,7,152414
1,63,9,4,14,39,45121
5,194,6,7,10,22,204770
5,130,18,5,19,41,126346
2,65,18,5,8,31,54731
1,104,24,6,3,49,73954
3,159,14,8,8,13,156717
2,43,14,5,18,41,36183
1,196,14,3,5,41,171612
5,40,4,6,11,29,60572
1,89,4,2,9,28,74750
1,149,15,8,19,44,134400
1,178,15,8,12,19,168265
3,113,18,3,5,23,101433
1,101,14,8,16,47,81347
3,120,1,9,13,8,133936
5,95,10,5,6,25,104198
3,150,20,5,16,38,128333
5,60,10,6,18,38,68171
5,180,10,7,17,35,177829
3,48,24,3,12,26,37281
2,178,2,5,1,3,175187
4,109,8,1,7,2,132166
1,168,1,5,14,5,176260
4,157,1,4,18,20,172769
1,95,4,1,1,12,94789
1,70,7,7,10,38,62746
5,76,9,1,15,16,97209
1,130,16,8,11,37,100847
1,153,5,2,4,38,149246
3,167,2,5,15,36,171607
4,161,23,6,16,46,139513
3,108,11,9,15,29,106288
1,75,18,7,17,35,58550
5,71,19,6,11,49,60474
3,103,13,5,18,37,91166
3,87,24,6,16,21,70638
2,120,11,4,15,21,107371
1,197,20,1,11,28,186021
5,188,19,9,13,6,191151
3,99,17,5,18,20,92944
3,180,5,8,8,36,171212
5,40,13,7,9,13,41392
1,104,20,8,11,40,84929
2,72,1,1,17,11,71776
3,77,10,9,1,24,72937
2,64,8,1,11,19,57668
4,193,24,3,7,23,186695
1,98,8,8,8,31,92155
4,140,19,1,19,37,130409
4,166,6,1,4,37,179373
4,80,12,6,4,3,90044
1,197,7,5,19,34,179049
1,96,16,6,9,29,83385
5,87,9,3,17,3,107499
2,111,21,6,18,15,105036
2,95,22,2,1,7,77121
5,104,10,8,14,3,111429
5,51,10,6,4,47,52049
4,108,10,4,10,43,111841
5,173,20,4,14,16,176351
3,128,16,7,7,45,114894
2,64,1,3,12,34,64900
5,40,17,3,16,20,47291
3,199,21,6,5,44,178399
3,170,14,9,11,39,152381
3,88,19,1,4,33,82126
3,186,21,5,13,14,189418
4,99,21,1,8,42,99395
3,196,17,1,7,35,196979
4,41,14,3,11,11,52368
4,112,8,3,11,20,114628
3,184,21,4,17,30,171423
2,149,21,3,14,28,145072
3,100,9,6,2,15,110200
3,56,8,4,8,38,46547
3,88,13,8,2,13,76559
2,115,17,1,15,47,94230
1,187,19,8,5,35,172135
1,170,7,1,6,47,153331
4,82,17,1,17,24,85280
4,96,1,7,8,1,111963
2,89,5,1,19,42,93195
5,76,6,9,5,24,87003
1,85,2,8,19,27,82698
4,54,16,1,14,18,57886
1,119,22,2,10,26,100521
2,178,5,2,13,29,176373
2,187,5,2,5,8,200569
5,63,12,6,7,44,68064
5,164,3,4,10,26,179820
2,157,16,8,11,5,143273
4,119,6,1,3,33,128752
1,133,15,4,13,40,119944
3,104,15,5,2,5,101933
5,127,16,9,4,49,123925
3,127,20,5,3,47,104723
4,184,13,3,15,36,193502
5,165,12,4,4,13,184609
3,128,10,7,4,17,126664
4,100,14,1,15,13,98109
1,54,2,6,6,25,45092
4,133,3,8,5,2,137738
5,90,9,1,12,24,105733
2,66,11,8,7,36,58492
1,113,11,7,3,25,93390
3,100,22,1,7,34,91818
5,70,10,9,12,12,75018
2,51,14,3,15,19,48705
4,85,9,2,19,42,86201
2,198,20,7,6,30,175781
5,71,21,3,8,37,74254
5,199,10,1,6,43,203729
2,100,22,3,3,1,100162
4,85,9,6,5,3,102842
2,124,5,3,9,49,110145
5,119,8,5,16,26,125839
5,174,11,9,16,15,189753
3,43,1,7,9,46,50800
3,91,21,2,18,47,72002
1,198,10,1,13,48,174509
5,151,1,7,11,28,161330
3,75,22,4,10,4,79581
2,93,7,7,10,19,96356
4,158,14,6,6,24,163669
2,166,5,7,16,40,169015
4,56,17,4,12,6,53130
3,114,22,3,4,16,100312
1,197,21,5,5,32,174984
2,144,6,3,2,30,131896
2,189,16,3,19,35,182007
2,156,11,4,1,8,157965
4,82,10,8,4,5,86045
3,151,15,2,12,37,147187
2,154,7,4,2,12,148402
2,66,23,3,12,25,42555
1,76,2,7,16,33,71082
1,85,12,2,2,39,69864
3,152,19,1,17,24,141943
3,74,12,1,2,11,79583
5,171,16,6,4,42,166922
1,119,6,3,6,35,108536
5,119,3,7,7,40,127376
4,193,2,8,15,1,200846
5,160,20,5,12,8,158684
2,186,5,5,5,23,187652
5,161,11,2,14,20,172576
3,120,3,8,16,32,121410
4,193,3,1,11,11,214079
2,189,22,9,12,7,174348
5,158,5,1,19,30,176155
4,97,22,1,17,48,93373
4,102,23,1,7,39,101208
2,195,11,7,9,13,190334
5,139,3,4,14,42,154019
4,105,13,7,12,49,107895
4,184,21,5,15,3,188038
1,124,8,7,12,7,123757
4,176,20,7,13,43,163397
1,183,10,4,9,13,167602
5,162,2,2,7,37,170229
5,41,4,8,1,25,48716
5,145,18,2,10,23,152312
3,147,19,9,6,47,127055
5,111,4,5,15,33,118817
4,165,20,9,15,5,172133
2,96,9,9,9,32,82824
1,120,16,8,13,30,100113
3,197,6,8,1,31,198559
5,180,4,4,9,13,204349
5,58,9,4,3,42,70308
2,46,13,2,9,5,51715
2,176,9,4,15,23,167874
3,93,6,4,7,1,105023
1,143,21,6,4,10,131473
5,125,19,3,17,27,119685
3,121,14,2,4,8,131069
4,100,21,8,19,3,107871
4,126,15,2,5,19,126592
3,41,3,8,16,2,52546
5,70,5,7,3,49,70602
3,72,21,3,11,31,71032
5,119,18,6,15,48,118374
2,50,14,6,19,10,53783
3,167,16,5,14,16,160311
5,174,14,8,16,37,180091
3,167,9,5,6,20,162763
3,70,15,7,5,3,68226
5,165,7,6,17,35,176296
5,86,14,7,16,34,90105
1,146,6,9,2,21,134907
3,58,21,3,11,36,46567
4,120,15,7,4,32,114539
3,162,20,3,6,18,163979
3,173,8,2,7,34,174070
5,146,2,7,17,38,165715
3,88,8,4,8,3,99187
3,112,1,1,1,3,117361
4,89,17,6,15,27,89624
5,120,19,6,12,2,119323
3,134,5,6,15,3,135647
2,51,22,2,15,17,38575
1,62,20,1,9,46,41905
4,93,16,3,16,39,81565
3,157,7,2,2,38,158059
2,98,7,6,15,40,84253
3,42,18,6,15,19,31582
3,97,18,5,7,19,92191
5,96,2,5,13,44,102260
5,184,15,9,17,5,204282
5,129,14,5,11,5,146464
2,94,18,6,10,14,93769
3,84,9,4,1,27,84186
1,40,14,1,14,49,20000
4,60,5,4,5,48,54791
5,60,11,2,8,36,65718
5,91,8,3,1,40,91435
3,121,5,7,7,35,116151
3,106,11,7,2,21,101009
2,152,5,1,7,5,159072
2,83,17,8,7,24,66774
5,199,22,7,9,39,201103
3,49,4,1,4,24,51961
1,103,15,8,7,40,84665
4,108,19,2,18,43,93378
3,107,22,8,13,46,87985
3,67,2,3,11,13,80130
2,155,24,7,9,38,128972
4,90,17,6,14,45,85442
5,43,12,5,8,1,65193
3,118,24,2,14,43,99414
5,56,17,2,17,39,53209
3,147,10,1,14,10,162132
5,113,18,9,5,2,122249
4,62,19,8,10,16,65888
2,57,18,8,6,37,30836
4,168,13,1,10,16,180320
1,74,14,5,11,23,57566
2,103,24,6,6,26,76253
4,98,16,2,10,16,99163
1,40,18,5,14,27,26032
3,170,18,6,3,47,144183
3,106,16,9,7,41,98825
5,76,17,1,2,30,83731
2,68,7,3,7,33,71452
3,128,12,9,17,32,117931
2,139,2,1,13,9,147211
3,161,10,1,9,11,164890
5,129,5,1,13,37,149204
4,171,21,7,15,6,174717
5,53,3,5,13,30,65990
1,189,19,6,17,40,163772
3,170,13,8,8,15,160594
1,124,12,2,9,48,99217
1,190,3,2,9,30,191032
2,60,6,3,8,18,57710
3,65,14,3,16,12,69574
1,80,4,3,7,4,80649
4,161,13,4,17,16,175474
1,77,19,3,7,23,57680
4,127,18,2,6,11,132150
2,50,3,9,5,24,39015
1,68,20,6,17,22,47381
5,99,6,3,8,39,117047
2,100,16,9,1,15,84051
4,186,20,4,16,49,168306
2,61,24,4,17,15,46000
1,117,3,8,3,10,122278
3,152,12,7,13,28,148283
3,162,19,7,8,36,155323
4,181,19,7,16,17,184768
4,83,24,5,7,36,67393
3,183,4,7,15,22,182350
4,136,1,4,2,23,148767
2,116,2,8,2,29,118325
5,179,13,9,10,22,187092
5,94,13,3,5,11,95592
2,90,2,7,4,36,75989
5,141,19,9,15,44,145264
1,68,22,1,13,29,39589
2,108,24,2,17,42,82794
4,198,16,7,1,32,194858
2,119,12,2,18,14,121275
3,70,1,7,15,18,74971
4,151,9,1,14,38,150661
3,85,17,3,9,37,77648
4,136,10,5,12,34,132855
5,91,18,6,5,45,76413
2,177,19,9,2,23,151032
1,113,7,9,7,32,98921
4,80,19,3,9,46,73098
4,116,24,8,18,3,108211
3,170,15,4,4,43,161431
5,153,9,7,2,22,161580
3,91,10,6,1,23,86240
3,195,23,8,12,4,190991
5,126,20,6,13,13,140428
1,148,20,4,14,32,120322
3,180,4,2,5,29,176879
3,108,6,7,3,40,98954
4,159,4,4,4,40,164974
5,106,5,9,17,45,113569
2,100,9,9,19,10,90272
1,110,12,7,11,13,97517
1,191,23,5,8,45,153359
5,190,8,3,12,17,196529
4,69,21,3,18,38,72362
4,185,5,9,18,2,208113
5,135,11,9,9,17,136317
4,95,23,4,5,44,91797
1,92,11,1,17,26,86065
1,46,13,5,13,38,25626
2,136,14,8,6,37,112479
5,152,8,4,14,5,174409
3,164,18,4,15,25,162449
3,171,19,9,14,9,158360
2,160,12,9,4,28,146202
2,77,12,7,18,22,74933
4,161,18,8,1,29,147944
2,65,10,4,12,35,51597
2,168,7,8,9,20,156590
3,43,18,6,10,5,32519
4,78,12,3,18,39,72717
2,93,14,7,17,44,82706
2,72,15,3,19,32,65320
4,59,16,7,4,39,53622
5,55,2,5,16,10,71042
4,188,18,4,7,40,179354
3,166,12,3,9,17,161798
5,126,16,8,8,37,125971
1,121,13,4,7,15,111530
4,101,20,8,10,9,107226
3,70,17,3,8,32,69716
5,81,18,9,17,23,82460
4,51,3,6,12,11,70462
2,104,23,5,14,13,82968
4,112,10,5,12,18,114300
1,170,1,3,2,49,155870
4,154,6,2,12,9,162719
5,176,3,6,14,42,179035
5,145,19,1,7,5,160835
4,55,4,7,13,43,52300
5,117,20,5,4,22,121867
2,164,23,4,1,32,149861
4,170,3,9,17,47,173471
2,191,8,1,3,2,188098
2,180,8,4,17,21,177682
3,169,7,3,8,28,165280
4,151,2,6,3,24,162552
5,166,21,5,10,24,161921
2,60,6,7,2,14,65779
3,186,16,1,4,37,181318
4,128,10,5,14,27,136516
4,86,4,2,11,24,97699
1,189,13,2,14,6,186799
1,199,10,2,13,26,185178
2,124,21,9,4,15,114901
1,167,14,3,2,29,143577
2,111,9,4,2,36,99533
5,81,11,5,11,10,85135
2,48,23,4,5,28,37642
1,64,18,4,9,9,57341
5,41,11,5,17,21,45459
1,58,17,9,12,10,46147
2,59,2,9,18,4,71740
3,109,3,6,3,4,118084
4,56,11,3,5,6,62372
1,163,18,6,14,26,154553
2,128,3,4,16,40,130396
5,133,15,3,19,16,151832
1,123,11,6,9,8,122206
1,170,11,6,17,28,158031
4,126,20,2,7,16,120817
2,90,11,9,10,38,80837
3,121,19,8,4,49,102849
5,193,1,6,10,1,214927
2,47,5,1,3,19,39936
5,160,10,2,9,17,165225
1,194,10,4,13,49,176076
4,43,14,7,1,28,47841
4,125,2,9,15,44,123587
3,167,4,5,15,12,180547
4,149,2,2,11,6,168052
1,138,18,1,10,7,122477
3,76,13,1,7,8,86855
2,110,19,5,1,3,111208
4,72,5,7,7,49,79458
3,70,20,9,5,21,68945
1,164,2,9,16,8,169795
5,51,11,8,8,28,52504
5,50,18,1,2,30,42642
1,127,6,5,8,32,119426
1,111,23,6,14,11,90998
5,71,10,6,4,20,87772
3,96,22,4,15,16,91777
5,125,23,1,7,25,127916
1,58,17,3,8,45,35662
4,155,22,4,11,9,157006
2,53,11,4,2,39,43582
4,72,19,4,9,49,56242
4,49,17,5,6,40,47340
1,119,24,9,1,40,81862
5,103,4,4,3,3,127083
3,107,24,9,10,16,87136
4,131,14,9,5,12,137634
5,164,20,1,12,15,171504
3,119,4,5,1,4,132408
4,98,14,9,9,23,104828
3,136,4,4,13,27,142229
5,58,6,5,19,39,68589
2,188,9,4,7,43,180568
5,61,21,2,16,37,61004
1,48,12,2,8,13,34614
3,48,8,2,19,43,50922
2,66,24,1,7,37,52140
3,56,4,3,4,40,63842
3,84,5,1,10,21,85815
4,47,6,4,1,29,59352
1,185,5,1,17,29,185040
3,164,19,4,13,49,142076
5,162,8,3,19,11,189080
5,72,9,9,13,28,86445
4,40,15,1,9,10,47941
1,45,4,8,5,5,47532
1,80,9,9,1,25,67558
5,44,7,7,2,33,51715
2,119,8,1,11,17,120283
4,57,15,4,4,49,41604
4,121,19,1,9,33,117268
5,104,15,4,5,25,108184
5,122,5,3,5,33,131921
2,175,19,2,8,9,168155
2,170,7,1,2,27,169264
1,64,6,6,7,25,51922
4,108,19,7,17,4,113997
4,121,17,6,11,9,128151
5,156,10,9,15,46,158077
1,134,19,9,3,15,125344
4,72,11,2,13,16,75679
1,150,15,2,18,16,149869
1,185,10,9,3,13,170812
5,164,11,1,2,14,182172
1,55,23,5,5,22,24912
2,119,3,1,5,21,128405
2,77,3,7,13,9,73249
3,174,18,9,8,41,151639
5,117,11,6,16,4,130073
3,102,20,2,18,10,103214
2,151,22,6,16,35,131935
3,128,18,9,1,9,126403
5,199,15,3,8,48,200495
5,77,7,9,2,16,91941
1,189,10,8,5,49,173953
4,183,21,7,15,18,175485
1,91,23,8,14,10,76899
5,68,20,6,3,21,67877
2,183,10,3,7,15,177552
2,115,13,7,4,15,116368
1,184,15,4,11,11,181885
5,103,23,5,12,40,101298
2,130,18,8,15,48,117391
5,128,23,7,6,42,120551
2,52,4,7,1,41,41506
5,111,20,8,18,47,114611
3,44,17,3,14,37,38518
5,51,3,3,7,20,69984
5,42,21,2,10,34,43093
1,72,21,1,9,22,53065
3,160,2,6,2,48,161484
4,89,4,6,8,18,99920
1,176,1,8,1,16,175927
4,68,15,6,2,5,74474
2,78,1,6,7,1,76868
4,130,6,1,16,19,149325
5,139,7,7,4,10,152622
4,56,19,7,17,21,49304
1,95,12,9,4,13,75733
1,85,1,7,3,24,73609
4,106,7,8,9,23,105826
1,181,19,4,15,23,160809
1,106,13,9,3,11,86567
4,62,12,1,12,47,60310
3,133,12,8,15,2,145402
3,190,22,3,8,6,177040
2,194,13,1,12,11,183714
1,93,14,2,13,15,91695
4,177,22,6,15,9,174424
1,116,12,5,11,12,101667
5,55,20,3,17,36,62506
1,80,12,9,12,28,65378
1,137,6,8,18,23,139042
3,167,10,3,16,27,169563
4,100,20,2,3,24,95704
1,125,24,8,9,14,99208
3,157,9,5,7,35,152033
2,139,2,9,19,27,135333
3,88,7,1,5,21,92029
3,41,9,3,19,49,31307
3,159,12,5,10,13,161678
1,162,5,2,12,8,155225
1,125,1,3,8,44,107114
2,116,22,4,3,44,90568
5,175,15,4,19,44,172058
5,98,8,9,11,34,96121
5,51,1,1,8,42,72760
2,43,18,9,13,23,30928
5,156,13,9,10,9,158506
5,134,1,6,18,1,157475
3,164,5,1,12,36,164962
1,80,18,6,7,46,56161
1,162,16,8,11,16,148365
3,46,10,5,10,25,37584
3,108,4,5,3,18,107442
3,108,1,1,7,34,104177
1,120,23,1,4,38,88543
